objectid,mode,lineabbr,month_,year_,servicetype,avgboardings,city,county
5994,Fixed Route Bus - Express,313,11,2017,WKD,59.546339,"Midvale, Millcreek, Cottonwood Heights, Sandy, Salt Lake City, Holladay, Murray",Salt Lake
6174,Fixed Route Bus - Express,451,11,2017,WKD,302.039851,"Salt Lake City, Tooele, Erda","Tooele, Salt Lake"
6205,Fixed Route Bus - Express,453,11,2017,WKD,198.152113,"Salt Lake City, Tooele, Erda","Salt Lake, Tooele"
6272,Fixed Route Bus - Express,454,11,2017,WKD,29.333333,"Grantsville, Salt Lake City","Tooele, Salt Lake"
6397,Fixed Route Bus - Express,456,11,2017,WKD,38.2,"Farmington, West Bountiful, Kaysville, South Ogden, Riverdale, Clearfield, Sunset, Ogden, North Salt Lake, Woods Cross, Layton, Salt Lake City, Centerville, Roy","Weber, Davis, Salt Lake"
6940,Fixed Route Bus - Express,472,11,2017,WKD,387.443206,"S Ogden, Riverdale, SLC, Woods Cross, Roy, S Weber, Farmington, Clearfield, N SL, Uintah, Centerville, Layton, Fruit Heights, Sunset, Bountiful, Kaysville, Ogden, W Bountiful","Weber, Davis, Salt Lake"
7034,Fixed Route Bus - Express,473,11,2017,WKD,570.868301,"S Ogden, Salt Lake City, Woods Cross, South Weber, Farmington, North Salt Lake, Uintah, Centerville, Layton, Fruit Heights, Bountiful, Kaysville, Ogden, W Bountiful","Weber, Davis, Salt Lake"
12151,Fixed Route Bus - Express,805,11,2017,WKD,183.521207,"Springville, Orem, Spanish Fork, Payson, Santaquin, Provo",Utah
12231,Fixed Route Bus - Express,806,11,2017,WKD,118.463158,"Lindon, Orem, Pleasant Grove, Lehi, Eagle Mountain, American Fork, Saratoga Springs",Utah
12316,Fixed Route Bus - Express,807,11,2017,WKD,116.534249,"Lindon, Orem, Pleasant Grove, Lehi, Vineyard, Cedar Hills, Highland, American Fork",Utah
12710,Fixed Route Bus - Express,822,11,2017,WKD,135.431476,"Salem, Springville, Orem, Spanish Fork, Payson, Provo",Utah
14223,Fixed Route Bus - Express,901,11,2017,SAT,11,"Holladay City, Millcreek, South Salt Lake City","Salt Lake, Summit"
14225,Fixed Route Bus - Express,901,11,2017,WKD,11.25,"Holladay City, Millcreek, South Salt Lake City","Salt Lake, Summit"
14374,Fixed Route Bus - Express,902,11,2017,SAT,20.5,Millcreek,"Summit, Salt Lake"
14372,Fixed Route Bus - Express,902,11,2017,WKD,317.724476,Millcreek,"Summit, Salt Lake"
6000,Fixed Route Bus - Express,313,12,2017,WKD,48.002602,"Midvale, Millcreek, Cottonwood Heights, Sandy, Salt Lake City, Holladay, Murray",Salt Lake
6180,Fixed Route Bus - Express,451,12,2017,WKD,274.099242,"Salt Lake City, Tooele, Erda","Tooele, Salt Lake"
6204,Fixed Route Bus - Express,453,12,2017,WKD,174.1725,"Salt Lake City, Tooele, Erda","Salt Lake, Tooele"
6267,Fixed Route Bus - Express,454,12,2017,WKD,28.370909,"Grantsville, Salt Lake City","Tooele, Salt Lake"
6394,Fixed Route Bus - Express,456,12,2017,WKD,35.403333,"Farmington, West Bountiful, Kaysville, South Ogden, Riverdale, Clearfield, Sunset, Ogden, North Salt Lake, Woods Cross, Layton, Salt Lake City, Centerville, Roy","Weber, Davis, Salt Lake"
6950,Fixed Route Bus - Express,472,12,2017,WKD,345.528947,"S Ogden, Riverdale, SLC, Woods Cross, Roy, S Weber, Farmington, Clearfield, N SL, Uintah, Centerville, Layton, Fruit Heights, Sunset, Bountiful, Kaysville, Ogden, W Bountiful","Weber, Davis, Salt Lake"
7037,Fixed Route Bus - Express,473,12,2017,WKD,458.504578,"S Ogden, Salt Lake City, Woods Cross, South Weber, Farmington, North Salt Lake, Uintah, Centerville, Layton, Fruit Heights, Bountiful, Kaysville, Ogden, W Bountiful","Weber, Davis, Salt Lake"
12155,Fixed Route Bus - Express,805,12,2017,WKD,111.888743,"Springville, Orem, Spanish Fork, Payson, Santaquin, Provo",Utah
12233,Fixed Route Bus - Express,806,12,2017,WKD,67.540952,"Lindon, Orem, Pleasant Grove, Lehi, Eagle Mountain, American Fork, Saratoga Springs",Utah
12318,Fixed Route Bus - Express,807,12,2017,WKD,62.211257,"Lindon, Orem, Pleasant Grove, Lehi, Vineyard, Cedar Hills, Highland, American Fork",Utah
12715,Fixed Route Bus - Express,822,12,2017,WKD,95.626111,"Salem, Springville, Orem, Spanish Fork, Payson, Provo",Utah
14218,Fixed Route Bus - Express,901,12,2017,SAT,47.291667,"Holladay City, Millcreek, South Salt Lake City","Salt Lake, Summit"
14234,Fixed Route Bus - Express,901,12,2017,SUN,42.619048,"Holladay City, Millcreek, South Salt Lake City","Salt Lake, Summit"
14219,Fixed Route Bus - Express,901,12,2017,WKD,27.585294,"Holladay City, Millcreek, South Salt Lake City","Salt Lake, Summit"
14377,Fixed Route Bus - Express,902,12,2017,SAT,43.333333,Millcreek,"Summit, Salt Lake"
14371,Fixed Route Bus - Express,902,12,2017,SUN,40.333333,Millcreek,"Summit, Salt Lake"
14366,Fixed Route Bus - Express,902,12,2017,WKD,220.60049,Millcreek,"Summit, Salt Lake"
5988,Fixed Route Bus - Express,313,1,2018,WKD,56.909218,"Midvale, Millcreek, Cottonwood Heights, Sandy, Salt Lake City, Holladay, Murray",Salt Lake
6157,Fixed Route Bus - Express,451,1,2018,WKD,298.277778,"Salt Lake City, Tooele, Erda","Tooele, Salt Lake"
6198,Fixed Route Bus - Express,453,1,2018,WKD,181.462117,"Salt Lake City, Tooele, Erda","Salt Lake, Tooele"
6262,Fixed Route Bus - Express,454,1,2018,WKD,37.733333,"Grantsville, Salt Lake City","Tooele, Salt Lake"
6384,Fixed Route Bus - Express,456,1,2018,WKD,38.8,"Farmington, West Bountiful, Kaysville, South Ogden, Riverdale, Clearfield, Sunset, Ogden, North Salt Lake, Woods Cross, Layton, Salt Lake City, Centerville, Roy","Weber, Davis, Salt Lake"
6934,Fixed Route Bus - Express,472,1,2018,WKD,404.946719,"S Ogden, Riverdale, SLC, Woods Cross, Roy, S Weber, Farmington, Clearfield, N SL, Uintah, Centerville, Layton, Fruit Heights, Sunset, Bountiful, Kaysville, Ogden, W Bountiful","Weber, Davis, Salt Lake"
7024,Fixed Route Bus - Express,473,1,2018,WKD,556.420244,"S Ogden, Salt Lake City, Woods Cross, South Weber, Farmington, North Salt Lake, Uintah, Centerville, Layton, Fruit Heights, Bountiful, Kaysville, Ogden, W Bountiful","Weber, Davis, Salt Lake"
12144,Fixed Route Bus - Express,805,1,2018,WKD,166.325575,"Springville, Orem, Spanish Fork, Payson, Santaquin, Provo",Utah
12224,Fixed Route Bus - Express,806,1,2018,WKD,95.422078,"Lindon, Orem, Pleasant Grove, Lehi, Eagle Mountain, American Fork, Saratoga Springs",Utah
12308,Fixed Route Bus - Express,807,1,2018,WKD,102.718387,"Lindon, Orem, Pleasant Grove, Lehi, Vineyard, Cedar Hills, Highland, American Fork",Utah
12696,Fixed Route Bus - Express,822,1,2018,WKD,139.772477,"Salem, Springville, Orem, Spanish Fork, Payson, Provo",Utah
14217,Fixed Route Bus - Express,901,1,2018,SAT,63.5,"Holladay City, Millcreek, South Salt Lake City","Salt Lake, Summit"
14200,Fixed Route Bus - Express,901,1,2018,SUN,53.3,"Holladay City, Millcreek, South Salt Lake City","Salt Lake, Summit"
14209,Fixed Route Bus - Express,901,1,2018,WKD,38.238095,"Holladay City, Millcreek, South Salt Lake City","Salt Lake, Summit"
14356,Fixed Route Bus - Express,902,1,2018,SAT,66,Millcreek,"Summit, Salt Lake"
14362,Fixed Route Bus - Express,902,1,2018,SUN,53,Millcreek,"Summit, Salt Lake"
14342,Fixed Route Bus - Express,902,1,2018,WKD,280.466017,Millcreek,"Summit, Salt Lake"
5990,Fixed Route Bus - Express,313,2,2018,WKD,54.457376,"Midvale, Millcreek, Cottonwood Heights, Sandy, Salt Lake City, Holladay, Murray",Salt Lake
6165,Fixed Route Bus - Express,451,2,2018,WKD,304.476223,"Salt Lake City, Tooele, Erda","Tooele, Salt Lake"
6189,Fixed Route Bus - Express,453,2,2018,WKD,186.687278,"Salt Lake City, Tooele, Erda","Salt Lake, Tooele"
6261,Fixed Route Bus - Express,454,2,2018,WKD,39.424837,"Grantsville, Salt Lake City","Tooele, Salt Lake"
6387,Fixed Route Bus - Express,456,2,2018,WKD,40.230769,"Farmington, West Bountiful, Kaysville, South Ogden, Riverdale, Clearfield, Sunset, Ogden, North Salt Lake, Woods Cross, Layton, Salt Lake City, Centerville, Roy","Weber, Davis, Salt Lake"
6929,Fixed Route Bus - Express,472,2,2018,WKD,415.083094,"S Ogden, Riverdale, SLC, Woods Cross, Roy, S Weber, Farmington, Clearfield, N SL, Uintah, Centerville, Layton, Fruit Heights, Sunset, Bountiful, Kaysville, Ogden, W Bountiful","Weber, Davis, Salt Lake"
7020,Fixed Route Bus - Express,473,2,2018,WKD,581.569767,"S Ogden, Salt Lake City, Woods Cross, South Weber, Farmington, North Salt Lake, Uintah, Centerville, Layton, Fruit Heights, Bountiful, Kaysville, Ogden, W Bountiful","Weber, Davis, Salt Lake"
12137,Fixed Route Bus - Express,805,2,2018,WKD,187.117213,"Springville, Orem, Spanish Fork, Payson, Santaquin, Provo",Utah
12219,Fixed Route Bus - Express,806,2,2018,WKD,105.22193,"Lindon, Orem, Pleasant Grove, Lehi, Eagle Mountain, American Fork, Saratoga Springs",Utah
12312,Fixed Route Bus - Express,807,2,2018,WKD,114.851243,"Lindon, Orem, Pleasant Grove, Lehi, Vineyard, Cedar Hills, Highland, American Fork",Utah
12704,Fixed Route Bus - Express,822,2,2018,WKD,157.512552,"Salem, Springville, Orem, Spanish Fork, Payson, Provo",Utah
14213,Fixed Route Bus - Express,901,2,2018,SAT,64.8,"Holladay City, Millcreek, South Salt Lake City","Salt Lake, Summit"
14214,Fixed Route Bus - Express,901,2,2018,SUN,54.083333,"Holladay City, Millcreek, South Salt Lake City","Salt Lake, Summit"
14206,Fixed Route Bus - Express,901,2,2018,WKD,33.868421,"Holladay City, Millcreek, South Salt Lake City","Salt Lake, Summit"
14361,Fixed Route Bus - Express,902,2,2018,SAT,65.4,Millcreek,"Summit, Salt Lake"
14358,Fixed Route Bus - Express,902,2,2018,SUN,45.25,Millcreek,"Summit, Salt Lake"
14350,Fixed Route Bus - Express,902,2,2018,WKD,248.536464,Millcreek,"Summit, Salt Lake"
5986,Fixed Route Bus - Express,313,3,2018,WKD,63.18519,"Midvale, Millcreek, Cottonwood Heights, Sandy, Salt Lake City, Holladay, Murray",Salt Lake
6161,Fixed Route Bus - Express,451,3,2018,WKD,280.334453,"Salt Lake City, Tooele, Erda","Tooele, Salt Lake"
6193,Fixed Route Bus - Express,453,3,2018,WKD,184.144444,"Salt Lake City, Tooele, Erda","Salt Lake, Tooele"
6255,Fixed Route Bus - Express,454,3,2018,WKD,37.552632,"Grantsville, Salt Lake City","Tooele, Salt Lake"
6385,Fixed Route Bus - Express,456,3,2018,WKD,37.125,"Farmington, West Bountiful, Kaysville, South Ogden, Riverdale, Clearfield, Sunset, Ogden, North Salt Lake, Woods Cross, Layton, Salt Lake City, Centerville, Roy","Weber, Davis, Salt Lake"
6928,Fixed Route Bus - Express,472,3,2018,WKD,407.431221,"S Ogden, Riverdale, SLC, Woods Cross, Roy, S Weber, Farmington, Clearfield, N SL, Uintah, Centerville, Layton, Fruit Heights, Sunset, Bountiful, Kaysville, Ogden, W Bountiful","Weber, Davis, Salt Lake"
7025,Fixed Route Bus - Express,473,3,2018,WKD,531.193628,"S Ogden, Salt Lake City, Woods Cross, South Weber, Farmington, North Salt Lake, Uintah, Centerville, Layton, Fruit Heights, Bountiful, Kaysville, Ogden, W Bountiful","Weber, Davis, Salt Lake"
12135,Fixed Route Bus - Express,805,3,2018,WKD,166.362482,"Springville, Orem, Spanish Fork, Payson, Santaquin, Provo",Utah
12226,Fixed Route Bus - Express,806,3,2018,WKD,94.430769,"Lindon, Orem, Pleasant Grove, Lehi, Eagle Mountain, American Fork, Saratoga Springs",Utah
12309,Fixed Route Bus - Express,807,3,2018,WKD,91.733983,"Lindon, Orem, Pleasant Grove, Lehi, Vineyard, Cedar Hills, Highland, American Fork",Utah
12700,Fixed Route Bus - Express,822,3,2018,WKD,136.327417,"Salem, Springville, Orem, Spanish Fork, Payson, Provo",Utah
14205,Fixed Route Bus - Express,901,3,2018,SAT,62.95,"Holladay City, Millcreek, South Salt Lake City","Salt Lake, Summit"
14203,Fixed Route Bus - Express,901,3,2018,SUN,44.666667,"Holladay City, Millcreek, South Salt Lake City","Salt Lake, Summit"
14216,Fixed Route Bus - Express,901,3,2018,WKD,32.433333,"Holladay City, Millcreek, South Salt Lake City","Salt Lake, Summit"
14347,Fixed Route Bus - Express,902,3,2018,SAT,47.5,Millcreek,"Summit, Salt Lake"
14348,Fixed Route Bus - Express,902,3,2018,SUN,34.166667,Millcreek,"Summit, Salt Lake"
14364,Fixed Route Bus - Express,902,3,2018,WKD,240.154978,Millcreek,"Summit, Salt Lake"
5987,Fixed Route Bus - Express,313,4,2018,WKD,65.676813,"Midvale, Millcreek, Cottonwood Heights, Sandy, Salt Lake City, Holladay, Murray",Salt Lake
6163,Fixed Route Bus - Express,451,4,2018,WKD,293.870258,"Salt Lake City, Tooele, Erda","Tooele, Salt Lake"
6194,Fixed Route Bus - Express,453,4,2018,WKD,177.272288,"Salt Lake City, Tooele, Erda","Salt Lake, Tooele"
6254,Fixed Route Bus - Express,454,4,2018,WKD,39.529478,"Grantsville, Salt Lake City","Tooele, Salt Lake"
6390,Fixed Route Bus - Express,456,4,2018,WKD,27.492674,"Farmington, West Bountiful, Kaysville, South Ogden, Riverdale, Clearfield, Sunset, Ogden, North Salt Lake, Woods Cross, Layton, Salt Lake City, Centerville, Roy","Weber, Davis, Salt Lake"
6932,Fixed Route Bus - Express,472,4,2018,WKD,405.462974,"S Ogden, Riverdale, SLC, Woods Cross, Roy, S Weber, Farmington, Clearfield, N SL, Uintah, Centerville, Layton, Fruit Heights, Sunset, Bountiful, Kaysville, Ogden, W Bountiful","Weber, Davis, Salt Lake"
7023,Fixed Route Bus - Express,473,4,2018,WKD,529.760946,"S Ogden, Salt Lake City, Woods Cross, South Weber, Farmington, North Salt Lake, Uintah, Centerville, Layton, Fruit Heights, Bountiful, Kaysville, Ogden, W Bountiful","Weber, Davis, Salt Lake"
12139,Fixed Route Bus - Express,805,4,2018,WKD,171.574109,"Springville, Orem, Spanish Fork, Payson, Santaquin, Provo",Utah
12227,Fixed Route Bus - Express,806,4,2018,WKD,97.748299,"Lindon, Orem, Pleasant Grove, Lehi, Eagle Mountain, American Fork, Saratoga Springs",Utah
12304,Fixed Route Bus - Express,807,4,2018,WKD,104.972632,"Lindon, Orem, Pleasant Grove, Lehi, Vineyard, Cedar Hills, Highland, American Fork",Utah
12701,Fixed Route Bus - Express,822,4,2018,WKD,134.129821,"Salem, Springville, Orem, Spanish Fork, Payson, Provo",Utah
14211,Fixed Route Bus - Express,901,4,2018,SAT,11.5,"Holladay City, Millcreek, South Salt Lake City","Salt Lake, Summit"
14215,Fixed Route Bus - Express,901,4,2018,SUN,18.4,"Holladay City, Millcreek, South Salt Lake City","Salt Lake, Summit"
14202,Fixed Route Bus - Express,901,4,2018,WKD,7.321429,"Holladay City, Millcreek, South Salt Lake City","Salt Lake, Summit"
14359,Fixed Route Bus - Express,902,4,2018,SAT,5.25,Millcreek,"Summit, Salt Lake"
14360,Fixed Route Bus - Express,902,4,2018,SUN,12,Millcreek,"Summit, Salt Lake"
14353,Fixed Route Bus - Express,902,4,2018,WKD,172.699069,Millcreek,"Summit, Salt Lake"
5983,Fixed Route Bus - Express,313,5,2018,WKD,60.430952,"Midvale, Millcreek, Cottonwood Heights, Sandy, Salt Lake City, Holladay, Murray",Salt Lake
6164,Fixed Route Bus - Express,451,5,2018,WKD,285.000103,"Salt Lake City, Tooele, Erda","Tooele, Salt Lake"
6199,Fixed Route Bus - Express,453,5,2018,WKD,173.142556,"Salt Lake City, Tooele, Erda","Salt Lake, Tooele"
6252,Fixed Route Bus - Express,454,5,2018,WKD,36.222222,"Grantsville, Salt Lake City","Tooele, Salt Lake"
6383,Fixed Route Bus - Express,456,5,2018,WKD,36.8,"Farmington, West Bountiful, Kaysville, South Ogden, Riverdale, Clearfield, Sunset, Ogden, North Salt Lake, Woods Cross, Layton, Salt Lake City, Centerville, Roy","Weber, Davis, Salt Lake"
6933,Fixed Route Bus - Express,472,5,2018,WKD,385.627092,"S Ogden, Riverdale, SLC, Woods Cross, Roy, S Weber, Farmington, Clearfield, N SL, Uintah, Centerville, Layton, Fruit Heights, Sunset, Bountiful, Kaysville, Ogden, W Bountiful","Weber, Davis, Salt Lake"
7027,Fixed Route Bus - Express,473,5,2018,WKD,500.008658,"S Ogden, Salt Lake City, Woods Cross, South Weber, Farmington, North Salt Lake, Uintah, Centerville, Layton, Fruit Heights, Bountiful, Kaysville, Ogden, W Bountiful","Weber, Davis, Salt Lake"
12138,Fixed Route Bus - Express,805,5,2018,WKD,116.703463,"Springville, Orem, Spanish Fork, Payson, Santaquin, Provo",Utah
12228,Fixed Route Bus - Express,806,5,2018,WKD,84.457576,"Lindon, Orem, Pleasant Grove, Lehi, Eagle Mountain, American Fork, Saratoga Springs",Utah
12305,Fixed Route Bus - Express,807,5,2018,WKD,76.319328,"Lindon, Orem, Pleasant Grove, Lehi, Vineyard, Cedar Hills, Highland, American Fork",Utah
12703,Fixed Route Bus - Express,822,5,2018,WKD,90.947487,"Salem, Springville, Orem, Spanish Fork, Payson, Provo",Utah
14343,Fixed Route Bus - Express,902,5,2018,WKD,153.634921,Millcreek,"Summit, Salt Lake"
5982,Fixed Route Bus - Express,313,6,2018,WKD,69.141117,"Midvale, Millcreek, Cottonwood Heights, Sandy, Salt Lake City, Holladay, Murray",Salt Lake
6158,Fixed Route Bus - Express,451,6,2018,WKD,285.488952,"Salt Lake City, Tooele, Erda","Tooele, Salt Lake"
6195,Fixed Route Bus - Express,453,6,2018,WKD,180.873926,"Salt Lake City, Tooele, Erda","Salt Lake, Tooele"
6251,Fixed Route Bus - Express,454,6,2018,WKD,37.326389,"Grantsville, Salt Lake City","Tooele, Salt Lake"
6392,Fixed Route Bus - Express,456,6,2018,WKD,35.113636,"Farmington, West Bountiful, Kaysville, South Ogden, Riverdale, Clearfield, Sunset, Ogden, North Salt Lake, Woods Cross, Layton, Salt Lake City, Centerville, Roy","Weber, Davis, Salt Lake"
6930,Fixed Route Bus - Express,472,6,2018,WKD,370.34714,"S Ogden, Riverdale, SLC, Woods Cross, Roy, S Weber, Farmington, Clearfield, N SL, Uintah, Centerville, Layton, Fruit Heights, Sunset, Bountiful, Kaysville, Ogden, W Bountiful","Weber, Davis, Salt Lake"
7022,Fixed Route Bus - Express,473,6,2018,WKD,472.058532,"S Ogden, Salt Lake City, Woods Cross, South Weber, Farmington, North Salt Lake, Uintah, Centerville, Layton, Fruit Heights, Bountiful, Kaysville, Ogden, W Bountiful","Weber, Davis, Salt Lake"
12143,Fixed Route Bus - Express,805,6,2018,WKD,105.837197,"Springville, Orem, Spanish Fork, Payson, Santaquin, Provo",Utah
12225,Fixed Route Bus - Express,806,6,2018,WKD,48.576316,"Lindon, Orem, Pleasant Grove, Lehi, Eagle Mountain, American Fork, Saratoga Springs",Utah
12307,Fixed Route Bus - Express,807,6,2018,WKD,32.346405,"Lindon, Orem, Pleasant Grove, Lehi, Vineyard, Cedar Hills, Highland, American Fork",Utah
12697,Fixed Route Bus - Express,822,6,2018,WKD,79.757143,"Salem, Springville, Orem, Spanish Fork, Payson, Provo",Utah
14345,Fixed Route Bus - Express,902,6,2018,WKD,191.457156,Millcreek,"Summit, Salt Lake"
5985,Fixed Route Bus - Express,313,7,2018,WKD,50.914526,"Midvale, Millcreek, Cottonwood Heights, Sandy, Salt Lake City, Holladay, Murray",Salt Lake
6167,Fixed Route Bus - Express,451,7,2018,WKD,281.427356,"Salt Lake City, Tooele, Erda","Tooele, Salt Lake"
6197,Fixed Route Bus - Express,453,7,2018,WKD,167.880809,"Salt Lake City, Tooele, Erda","Salt Lake, Tooele"
6253,Fixed Route Bus - Express,454,7,2018,WKD,38.961538,"Grantsville, Salt Lake City","Tooele, Salt Lake"
6389,Fixed Route Bus - Express,456,7,2018,WKD,34.6875,"Farmington, West Bountiful, Kaysville, South Ogden, Riverdale, Clearfield, Sunset, Ogden, North Salt Lake, Woods Cross, Layton, Salt Lake City, Centerville, Roy","Weber, Davis, Salt Lake"
6937,Fixed Route Bus - Express,472,7,2018,WKD,350.95,"S Ogden, Riverdale, SLC, Woods Cross, Roy, S Weber, Farmington, Clearfield, N SL, Uintah, Centerville, Layton, Fruit Heights, Sunset, Bountiful, Kaysville, Ogden, W Bountiful","Weber, Davis, Salt Lake"
7016,Fixed Route Bus - Express,473,7,2018,WKD,469.805764,"S Ogden, Salt Lake City, Woods Cross, South Weber, Farmington, North Salt Lake, Uintah, Centerville, Layton, Fruit Heights, Bountiful, Kaysville, Ogden, W Bountiful","Weber, Davis, Salt Lake"
12136,Fixed Route Bus - Express,805,7,2018,WKD,100.505263,"Springville, Orem, Spanish Fork, Payson, Santaquin, Provo",Utah
12222,Fixed Route Bus - Express,806,7,2018,WKD,49.685965,"Lindon, Orem, Pleasant Grove, Lehi, Eagle Mountain, American Fork, Saratoga Springs",Utah
12311,Fixed Route Bus - Express,807,7,2018,WKD,31.227399,"Lindon, Orem, Pleasant Grove, Lehi, Vineyard, Cedar Hills, Highland, American Fork",Utah
12705,Fixed Route Bus - Express,822,7,2018,WKD,85.723392,"Salem, Springville, Orem, Spanish Fork, Payson, Provo",Utah
14346,Fixed Route Bus - Express,902,7,2018,WKD,196.226023,Millcreek,"Summit, Salt Lake"
1020,Fixed Route Bus - Express,11,8,2018,WKD,243.604099,Salt Lake City,Salt Lake
5984,Fixed Route Bus - Express,313,8,2018,WKD,39.598151,"Midvale, Millcreek, Cottonwood Heights, Sandy, Salt Lake City, Holladay, Murray",Salt Lake
6023,Fixed Route Bus - Express,320,8,2018,WKD,53.016252,"Millcreek, Cottonwood Heights, South Salt Lake, Sandy, Salt Lake City, Holladay, Murray",Salt Lake
6196,Fixed Route Bus - Express,453,8,2018,WKD,201.809189,"Salt Lake City, Tooele, Erda","Salt Lake, Tooele"
6260,Fixed Route Bus - Express,454,8,2018,WKD,38.670175,"Grantsville, Salt Lake City","Tooele, Salt Lake"
6339,Fixed Route Bus - Express,455,8,2018,WKD,308.362835,"S Ogden, SLC, South Weber, Farmington, N Salt Lake, Uintah, Centerville, Layton, Fruit Heights, Bountiful, Kaysville, Ogden","Weber, Davis, Salt Lake"
6424,Fixed Route Bus - Express,460,8,2018,WKD,40.054865,"North Salt Lake, Woods Cross, Salt Lake City","Davis, Salt Lake"
7026,Fixed Route Bus - Express,473,8,2018,WKD,506.94697,"S Ogden, Salt Lake City, Woods Cross, South Weber, Farmington, North Salt Lake, Uintah, Centerville, Layton, Fruit Heights, Bountiful, Kaysville, Ogden, W Bountiful","Weber, Davis, Salt Lake"
7053,Fixed Route Bus - Express,500,8,2018,WKD,252.492754,Salt Lake City,Salt Lake
12221,Fixed Route Bus - Express,806,8,2018,WKD,88.167702,"Lindon, Orem, Pleasant Grove, Lehi, Eagle Mountain, American Fork, Saratoga Springs",Utah
12310,Fixed Route Bus - Express,807,8,2018,WKD,112.578595,"Lindon, Orem, Pleasant Grove, Lehi, Vineyard, Cedar Hills, Highland, American Fork",Utah
12346,Fixed Route Bus - Express,809,8,2018,WKD,2.751553,"Pleasant Grove, American Fork",Utah
12721,Fixed Route Bus - Express,830,8,2018,SAT,413.881969,"Orem, Provo",Utah
12720,Fixed Route Bus - Express,830,8,2018,WKD,516.927872,"Orem, Provo",Utah
14355,Fixed Route Bus - Express,902,8,2018,WKD,202.412121,Millcreek,"Summit, Salt Lake"
5991,Fixed Route Bus - Express,313,9,2018,WKD,59.264706,"Midvale, Millcreek, Cottonwood Heights, Sandy, Salt Lake City, Holladay, Murray",Salt Lake
6162,Fixed Route Bus - Express,451,9,2018,WKD,306.093326,"Salt Lake City, Tooele, Erda","Tooele, Salt Lake"
6191,Fixed Route Bus - Express,453,9,2018,WKD,206.611248,"Salt Lake City, Tooele, Erda","Salt Lake, Tooele"
6256,Fixed Route Bus - Express,454,9,2018,WKD,39.033333,"Grantsville, Salt Lake City","Tooele, Salt Lake"
6388,Fixed Route Bus - Express,456,9,2018,WKD,37.65641,"Farmington, West Bountiful, Kaysville, South Ogden, Riverdale, Clearfield, Sunset, Ogden, North Salt Lake, Woods Cross, Layton, Salt Lake City, Centerville, Roy","Weber, Davis, Salt Lake"
6938,Fixed Route Bus - Express,472,9,2018,WKD,398.25129,"S Ogden, Riverdale, SLC, Woods Cross, Roy, S Weber, Farmington, Clearfield, N SL, Uintah, Centerville, Layton, Fruit Heights, Sunset, Bountiful, Kaysville, Ogden, W Bountiful","Weber, Davis, Salt Lake"
7018,Fixed Route Bus - Express,473,9,2018,WKD,560.113369,"S Ogden, Salt Lake City, Woods Cross, South Weber, Farmington, North Salt Lake, Uintah, Centerville, Layton, Fruit Heights, Bountiful, Kaysville, Ogden, W Bountiful","Weber, Davis, Salt Lake"
12140,Fixed Route Bus - Express,805,9,2018,WKD,229.009116,"Springville, Orem, Spanish Fork, Payson, Santaquin, Provo",Utah
12230,Fixed Route Bus - Express,806,9,2018,WKD,106.227038,"Lindon, Orem, Pleasant Grove, Lehi, Eagle Mountain, American Fork, Saratoga Springs",Utah
12306,Fixed Route Bus - Express,807,9,2018,WKD,166.441416,"Lindon, Orem, Pleasant Grove, Lehi, Vineyard, Cedar Hills, Highland, American Fork",Utah
12699,Fixed Route Bus - Express,822,9,2018,WKD,231.357968,"Salem, Springville, Orem, Spanish Fork, Payson, Provo",Utah
14349,Fixed Route Bus - Express,902,9,2018,WKD,211.621053,Millcreek,"Summit, Salt Lake"
5981,Fixed Route Bus - Express,313,10,2018,WKD,60.572371,"Midvale, Millcreek, Cottonwood Heights, Sandy, Salt Lake City, Holladay, Murray",Salt Lake
6166,Fixed Route Bus - Express,451,10,2018,WKD,290.997426,"Salt Lake City, Tooele, Erda","Tooele, Salt Lake"
6190,Fixed Route Bus - Express,453,10,2018,WKD,201.576469,"Salt Lake City, Tooele, Erda","Salt Lake, Tooele"
6259,Fixed Route Bus - Express,454,10,2018,WKD,39.473214,"Grantsville, Salt Lake City","Tooele, Salt Lake"
6391,Fixed Route Bus - Express,456,10,2018,WKD,34.117647,"Farmington, West Bountiful, Kaysville, South Ogden, Riverdale, Clearfield, Sunset, Ogden, North Salt Lake, Woods Cross, Layton, Salt Lake City, Centerville, Roy","Weber, Davis, Salt Lake"
6936,Fixed Route Bus - Express,472,10,2018,WKD,393.596838,"S Ogden, Riverdale, SLC, Woods Cross, Roy, S Weber, Farmington, Clearfield, N SL, Uintah, Centerville, Layton, Fruit Heights, Sunset, Bountiful, Kaysville, Ogden, W Bountiful","Weber, Davis, Salt Lake"
7019,Fixed Route Bus - Express,473,10,2018,WKD,537.301383,"S Ogden, Salt Lake City, Woods Cross, South Weber, Farmington, North Salt Lake, Uintah, Centerville, Layton, Fruit Heights, Bountiful, Kaysville, Ogden, W Bountiful","Weber, Davis, Salt Lake"
12142,Fixed Route Bus - Express,805,10,2018,WKD,215.907512,"Springville, Orem, Spanish Fork, Payson, Santaquin, Provo",Utah
12223,Fixed Route Bus - Express,806,10,2018,WKD,101.750188,"Lindon, Orem, Pleasant Grove, Lehi, Eagle Mountain, American Fork, Saratoga Springs",Utah
12315,Fixed Route Bus - Express,807,10,2018,WKD,140.365613,"Lindon, Orem, Pleasant Grove, Lehi, Vineyard, Cedar Hills, Highland, American Fork",Utah
